"","GeneID","PB357.02","PB357.07","PB357.09","PB357.12","PB357.16","PB357.18","PB357.19","PB357.20","PB357.21","PB357.22","PB357.28","PB357.29","PB358.01","PB358.04","PB358.05","PB358.07","PB358.08","PB358.12","PB358.13","PB358.18","PB358.19","PB358.25","PB358.28","PB358.29","PB358.32","PB358.33","PB358.34","PB358.39","PB358.42","PB358.43","PB358.50","PB358.57","PB359.03","PB359.06","PB359.19","PB359.22","PB359.25","PB359.29","PB359.33","PB359.41","PB359.42","PB359.49","PB359.51","PB359.55","PB359.56","PB359.57","PB359.64","PB359.65","PB359.66","PB359.67","PB359.70","PB359.73","PB359.83","PB359.84","PB359.86","PB359.87","PB359.88","PB359.90","PB360.02","PB360.07","PB360.08","PB360.09","PB360.13","PB360.15","PB360.18","PB360.21","PB360.22","PB360.24","PB360.26","PB360.32","PB360.36","PB360.41","PB360.42","PB360.45","PB360.46","PB360.49","PB360.50","PB360.52","PB360.53","PB360.57","PB360.59","PB360.70","PB360.75","PB360.76","PB360.83","PB360.86","PB360.88","PB360.93","PB360.94","PB361.01","PB361.02","PB361.11","PB361.15","PB361.21","PB361.23","PB361.24","PB361.25","PB361.28","PB361.37","PB361.39","PB361.43","PB361.44","PB361.48","PB361.59","PB361.62","PB361.63","PB361.67","PB361.69","PB361.70","PB361.73_ES_B","PB361.73","PB361.76","PB361.77","PB361.78","PB361.81","PB361.85","PB361.86","PB361.88","PB361.90_ES_B","PB361.91","PB361.94","PB362.07","PB362.09","PB362.11","PB362.13","PB362.40","PB362.45","PB362.56","PB362.57","PB362.65","PB362.73","PB363.02","PB363.07","PB363.08","PB363.47","PB363.55","PB364.50","PB364.73","PB364.86","PB365.13","PB365.22","PB365.33","PB365.38","PB365.45","PB365.46","PB365.47","PB366.02","PB366.03","PB366.07","PB366.15","PB366.18","PB366.21","PB366.41","PB366.43","PB366.44","PB366.51","PB366.72","PB366.78","PB366.80","PB366.87","PB367.06","PB367.10","PB367.19","PB367.26","PB367.45_ES_B","PB367.45","PB367.47","PB367.55","PB367.68","PB368.05","PB368.06","PB368.12","PB368.15","PB368.19","PB368.24","PB368.41","PB368.63","PB368.79","PB369.07","PB369.08","PB369.16","PB369.18","PB369.29","PB369.32","PB369.36"
"11","ENSMUSG00000026640",130.0109,49.9394,116.8813,72.2371,146.6346,130.0775,113.3291,107.5462,104.3824,114.9433,120.7231,243.6327,220.7231,104.4769,75.1957,43.9516,56.1015,47.5294,120.446,57.4472,73.5952,93.8397,116.6033,48.188,81.5171,162.7622,40.0658,38.2191,75.5082,229.7766,59.3025,27.9535,246.5501,141.452,142.6671,73.9553,76.3805,109.2269,161.7064,146.7361,79.0698,130.9028,126.6421,105.6806,70.7046,200.6173,112.4332,69.6529,91.4772,221.5686,156.5959,117.803,95.7529,82.6131,115.558,143.4724,59.2069,60.7494,59.4766,77.8705,121.7981,118.6993,135.8643,92.4865,136.6583,143.5371,142.0982,165.2965,75.0586,128.859,109.4056,162.1935,84.7512,77.2864,111.2569,90.5466,75.0761,141.7126,95.6656,98.8358,83.3399,210.018,106.2341,83.5834,52.6798,112.9747,184.922,101.2841,139.8969,89.8406,99.5869,131.3279,105.0261,138.8634,59.1277,89.2744,117.7676,154.4809,144.0757,126.0005,263.6671,164.2145,49.2009,39.321,70.7818,66.3891,55.6467,105.6827,120.351,82.3145,185.2423,106.0731,71.684,89.7771,94.6676,126.1472,55.6283,103.1264,23.3165,123.6102,156.3346,26.7637,95.6481,84.5498,112.6326,97.8805,209.6229,67.5129,239.1669,144.8426,169.3963,80.7066,55.3551,72.6561,112.9829,72.6165,420.247,51.9842,37.2868,127.8465,132.5418,131.78,109.5588,76.7882,190.2587,76.6531,94.3906,163.392,90.5218,70.1078,64.538,29.7929,160.5132,97.3379,104.0044,48.5078,122.4973,84.6864,72.4043,80.0969,97.9732,97.8613,114.2062,143.9641,121.423,309.7675,83.5541,95.7571,75.5633,83.7509,49.5642,50.0838,55.4849,74.5675,75.7222,156.6279,124.2279,90.5573,213.0707,29.9511,59.3615,87.6591,246.5831,106.4203,114.8768
"12","ENSMUSG00000026778",160.5085,53.2748,120.4156,24.5892,194.3048,85.0011,41.1796,42.0282,45.093,317.361,117.8786,325.6281,189.4254,129.727,36.2294,20.6434,24.4291,65.2469,77.6107,44.4617,54.5346,55.7697,136.5347,130.3426,255.7444,294.3784,15.1192,93.6866,12.8747,248.9917,32.9019,5.483,38.7568,96.6825,28.6719,13.8836,85.1813,29.0621,289.9637,157.3992,59.1295,289.9177,95.8098,44.4291,53.529,24.9587,56.0869,24.0961,35.2348,132.6164,31.2577,75.3639,132.7979,164.087,75.9622,103.7219,20.5282,5.8912,14.6983,144.908,506.1474,59.5423,48.994,20.2874,62.4436,70.5652,105.7651,170.5042,179.2022,27.0087,37.7844,48.3179,19.7825,28.3872,92.2259,18.1623,72.9739,48.6092,506.6297,17.984,120.3457,660.9045,54.928,182.2956,9.6089,51.3525,290.8052,125.5499,486.1524,38.0004,28.9506,188.7763,43.8636,142.3099,88.5211,11.2761,20.7375,214.7914,39.8139,113.0175,272.2562,91.5309,34.7286,51.488,17.9853,20.1564,92.4419,239.9912,27.2518,17.6385,48.1652,112.1935,128.444,68.9187,11.536,24.3465,96.6702,17.609,17.2912,88.3452,43.0529,13.7725,98.9143,31.8877,29.5708,72.4172,339.8144,12.1266,28.6445,21.7086,89.7538,320.5099,30.8737,133.1402,228.2958,28.8406,108.0021,48.845,12.4199,17.6811,52.5258,171.9366,120.3843,44.0927,29.3849,243.6239,64.3924,86.7698,37.2351,107.4367,11.1158,35.5036,70.1217,19.9595,28.6031,23.6815,62.6344,42.6565,49.7781,350.0781,153.1057,83.993,46.2702,101.0115,14.3463,42.0744,164.5981,15.6548,34.3576,70.0519,169.6164,21.7452,58.472,86.268,23.9689,65.4539,28.8621,66.7446,99.4108,31.4698,35.9137,6.9734,78.72,51.8155,94.636
"13","ENSMUSG00000026969",3.1225,2.7004,2.0763,3.3608,2.3061,5.428,8.7141,5.3945,4.6247,13.0275,5.707,1.3955,3.4576,1.4464,3.583,3.7704,4.169,5.73,5.2136,3.1181,3.8684,4.062,3.7091,0,4.3808,2.7904,3.8639,3.3444,2.3758,8.7132,4.6343,1.3426,9.7373,13.2119,2.3359,6.0817,5.7459,7.6879,2.7636,10.7839,2.8471,3.3724,9.7726,7.8125,5.4224,5.3577,1.047,2.4047,6.1178,13.0405,2.3504,6.4307,5.6638,11.3024,7.7517,6.3651,4.6608,4.6393,7.9851,1.0472,3.3359,5.6356,8.3121,0,3.4745,3.5827,3.1242,6.4643,10.7055,3.3143,4.6812,8.5451,3.3563,5.7584,6.79,6.2617,1.3838,2.8919,1.3282,3.8715,1.0476,2.0905,12.5171,1.0535,8.2639,9.5744,6.4413,7.7603,8.6666,2.6209,8.6887,1.3773,3.5082,11.4137,1.3194,7.7507,15.1432,7.1229,7.0925,9.3873,2.4013,6.7716,0,3.8082,0,3.2896,4.374,1.0486,1.3144,5.3336,9.7825,5.9095,1.4835,4.6302,0,4.3918,5.3706,6.0511,1.3256,1.0403,3.7034,1.0365,2.093,2.935,1.0436,5.8929,5.5832,3.3182,5.5833,6.9901,6.3304,4.474,3.1148,3.3339,5.3542,5.3133,15.0769,6.7466,0,1.3891,3.4008,3.7469,5.7333,1.0438,8.3252,3.3142,3.3374,5.7979,4.3137,6.6909,4.6251,3.4212,6.6635,2.3124,3.52,6.0378,5.1208,3.1269,3.1138,5.6239,7.4305,9.3888,6.009,1.0517,2.0832,4.1636,3.3981,7.1803,4.3775,3.3591,1.4017,1.4326,1.0453,6.366,1.047,8.7961,5.0226,7.7939,4.6876,1.0414,5.4042,6.5095,1.0414,0,2.3767
"14","ENSMUSG00000027322",145.4892,54.4823,90.6924,50.8542,47.0971,66.7245,71.2259,109.1614,339.6272,55.9772,73.3488,60.0768,57.0225,129.255,18.3738,27.8256,18.0079,33.9069,40.0742,36.1788,56.8021,67.427,58.3637,66.7376,109.9522,140.7373,16.6135,24.0406,50.0159,36.6741,23.8154,22.5771,38.7262,71.2053,22.6248,35.9325,47.6515,112.6732,47.0535,53.4979,88.9867,182.9718,32.2358,159.4555,34.9337,21.5026,36.9588,40.0943,30.8894,53.8099,38.1037,86.9478,119.593,103.122,214.841,99.4276,31.7246,91.0849,32.9883,87.531,32.0098,101.373,46.2223,149.5264,188.8291,41.7505,15.668,46.9706,91.6512,120.3598,115.6315,79.1609,43.0086,35.2004,83.7073,79.0033,232.1071,73.0972,99.8376,16.0773,220.8235,27.0288,141.1653,122.003,44.4588,172.8148,76.3785,52.8283,166.5063,72.3106,70.0643,56.3941,60.1571,78.8944,101.4825,78.2777,75.9073,86.2866,48.2673,114.8871,100.4754,114.8025,85.4509,47.1722,58.424,116.0639,259.632,173.5206,77.4406,68.1195,161.1567,85.8788,109.9497,104.1603,40.2215,229.7684,75.8747,49.6888,24.8708,78.2221,49.9628,28.0286,27.4669,71.8916,48.7702,43.6327,60.6019,49.5379,53.334,43.228,57.8463,75.5923,38.543,37.9624,69.179,70.1983,63.0726,85.4491,69.5298,52.5185,148.6113,216.5987,82.2354,60.5188,110.6311,58.9781,47.0148,70.93,14.2161,175.5677,35.4851,24.2522,70.9718,28.9031,20.3788,34.6208,510.6473,32.0854,118.4894,119.7519,59.6808,130.0303,40.6163,32.5802,93.9163,227.4387,100.6233,91.6338,51.6014,135.1898,141.2506,113.5959,130.6355,56.7772,38.6099,88.3038,49.7842,110.1428,10.6719,28.188,48.3715,101.6769,52.7524,61.1076,95.7168
"15","ENSMUSG00000028751",8,7,6,8,6,11,7,29,6,3,14,13,7,9,5,6,2,4,11,1,8,3,2,4,10,9,5,2,1,10,7,2,5,13,4,4,5,2,7,8,14,2,5,7,7,6,8,6,12,18,23,22,5,9,21,17,6,7,5,15,5,8,4,8,7,7,16,4,4,2,1,10,8,8,4,4,2,8,8,8,4,8,6,7,6,24,10,10,14,10,14,9,7,13,5,3,6,16,6,16,22,9,3,2,7,9,12,10,9,6,11,6,6,7,12,4,14,13,3,20,2,2,7,2,2,23,5,5,19,15,2,3,8,4,3,10,2,5,0,9,2,7,13,8,3,12,6,9,11,9,5,7,18,4,9,8,7,3,4,15,19,12,10,17,3,8,6,5,1,5,6,1,3,3,1,9,2,3,1,3,4,4,9,15,11
"16","ENSMUSG00000029092",47.6329,37.8337,90.4308,28.2191,33.831,93.2661,43.3238,40.0028,22.9879,57.3857,31.8311,86.9989,133.304,43.6486,35.2877,52.1531,45.7335,26.1184,43.3454,35.4004,50.9095,67.4302,46.9132,55.5523,96.1123,78.9049,42.0615,41.1893,17.5386,163.1993,17.5453,42.4531,163.3339,124.4796,43.8832,42.7825,38.2768,59.2271,48.2746,120.4568,68.217,43.3503,56.5358,80.5194,41.3444,92.5182,33.1962,21.1348,48.8412,79.7867,65.4584,41.0946,65.002,49.8709,62.2195,42.6078,64.2034,75.4367,44.1254,50.2217,58.0703,61.7598,37.0385,73.8842,30.8586,91.4677,47.4127,85.4397,77.8715,34.6999,91.1834,95.4782,56.1139,28.6702,38.102,46.7308,64.7407,68.1179,52.4917,53.8982,26.8132,93.8794,93.2425,12.6984,52.7534,61.3193,57.4914,21.7708,142.103,28.3775,34.2526,85.0798,35.6525,49.2216,22.9597,71.2141,111.4682,32.7628,68.6614,41.4178,82.4794,39.673,15.8065,22.8081,24.803,32.9335,30.0778,149.0899,54.4537,26.8034,59.4462,61.4461,25.2108,78.4229,26.2719,63.5737,30.4775,52.6195,16.4924,48.7455,61.9851,4.6728,64.8769,48.3315,33.4532,76.6266,110.5998,20.7115,73.5653,39.8807,37.781,62.2226,78.4196,49.9182,64.9557,76.4884,236.2653,64.3189,44.9096,86.92,46.2449,134.0508,109.6013,39.6108,84.8339,51.8004,80.2625,85.8981,28.0257,35.0852,40.3438,22.9326,57.6131,49.1156,32.5514,37.8434,65.2117,37.2218,59.206,49.8225,51.2744,47.5149,75.0596,35.8639,33.4662,87.6353,53.842,47.345,26.7252,31.5607,46.1319,65.2599,43.669,95.0641,41.8681,80.3882,77.7757,41.4504,45.8177,19.0233,79.1532,53.3939,112.9139,33.2368,45.042
"17","ENSMUSG00000030380",51.5202,30.3191,40.3578,26.1526,65.8285,25.2082,49.8364,52.1865,92.6217,69.5483,36.3502,64.6613,116.9402,43.3943,13.188,22.071,10.0068,30.7307,44.1873,42.3125,80.7568,57.301,46.3455,41.9652,57.5692,89.619,26.0768,26.1854,44.3423,54.3531,22.1527,16.0189,49.2622,76.3974,56.2524,43.2957,17.1671,79.7672,59.2495,38.1535,37.7332,68.2831,44.116,50.3469,35.3445,43.4649,43.5949,24.1459,40.4768,108.4279,53.5598,60.7896,26.2022,47.1023,48.3798,42.5931,22.3306,36.7061,29.3007,27.7366,42.2965,44.2214,50.4485,57.0636,111.3613,47.6199,34.6206,46.7859,48.9876,62.5991,79.3797,30.2189,18.0083,19.0319,33.0672,27.1556,75.8806,72.9386,27.6839,38.4168,61.681,40.5459,40.2539,27.8988,42.1424,32.5409,65.1873,44.1938,46.9903,34.5925,56.8645,33.0748,21.0496,53.0126,39.5696,73.1024,44.3338,41.9489,63.6868,34.5451,61.3915,31.0798,48.0401,27.8803,30.9985,39.9742,57.4067,65.4212,80.6997,74.5378,145.4038,46.2341,23.8975,63.4084,42.2432,64.1946,49.2946,53.2796,14.8229,45.4547,58.7601,10.017,39.4769,26.0931,31.8283,56.2633,55.0914,23.7712,60.0516,28.0172,48.0628,71.718,34.2032,39.6016,51.5283,54.5926,100.6004,47.0948,41.2113,68.971,70.6099,59.0185,24.4754,47.5487,80.6455,34.2951,43.1199,47.4995,26.1559,57.0614,35.0128,20.436,33.2773,26.0498,25.0302,30.8307,116.1558,20.1135,47.3765,80.4548,20.6789,25.1763,78.5198,19.4441,50.3498,124.1399,37.8117,40.8196,37.2696,48.8803,30.4151,39.234,50.6931,44.456,28.2903,44.9817,88.8178,38.1481,14.0207,31.6189,61.1678,51.1843,60.4292,29.3341,55.2477
"18","ENSMUSG00000032372",13.1731,12.3466,15.4909,11.6451,18.684,20.5449,12.2647,14.2445,19.0908,5.4986,16.1735,18.9469,57.6796,7.8266,6.1149,1,10.1947,4.1576,8.6851,19.5578,7.9587,12.0253,5.7455,29.2582,6.6417,15.3629,7.7271,6.3402,9.0633,10.9955,10.1641,3.8263,25.982,36.0391,15.1431,5.1822,8.9954,15.2525,15.432,13.8423,10.5998,13.8501,12.5664,8.6514,11.91,10.4534,16.9071,6.348,11.2445,28.6997,17.4848,20.3617,24.199,15.9011,16.8563,14.4934,11.8423,11.4982,8.8632,8.2548,8.6373,9.932,12.4499,8.5353,14.9572,19.0763,10.4205,41.8798,21.4395,6.4708,26.5089,11.9376,16.656,12.6111,8.641,7.5178,15.4603,13.4112,11.3007,26.3892,4.8809,21.0797,10.6241,8.584,7.107,27.5467,19.0941,20.5992,18.4971,10.7034,8.0716,17.2261,9.6399,12.0533,11.7911,21.9501,53.6596,14.5968,20.9043,12.7298,23.3256,7.7544,11.6096,5.0599,6.6009,9.7351,10.5395,10.8917,20.1447,14.2872,35.6924,17.2925,9.1804,17.7237,9.0106,18.4268,10.5816,7.9424,2.9198,7.6784,11.2546,2.1687,15.2034,4.4375,2,7.6987,19.3437,9.4799,16.8779,12.8535,4.3438,6.3686,11.3675,14.0079,10.2788,19.8324,37.7138,13.1107,4.2627,14.81,20.1888,15.6655,17.0439,16.9138,17.8326,7.0032,18.9673,17.4358,19.8548,17.1399,3.2297,13.9545,12.5852,10.4489,12.1048,11.2164,10.0659,5.6859,12.3766,9.4805,18.4296,23.558,19.8681,17.6939,11.11,27.4721,27.9689,19.1176,18.5247,26.4342,13.974,15.089,9.8902,14.0037,8.6687,20.5317,27.5349,16.1242,16.9754,6.9522,42.5522,15.7289,27.3501,24.1329,12.4238
"19","ENSMUSG00000033450",191.7824,74.7522,87.2471,113.3818,80.8886,165.943,90.273,122.3795,122.4412,118.8877,67.6967,207.8896,169.6046,109.6077,97.1493,214.9042,78.8011,165.4643,91.5581,137.2329,169.6371,304.4395,123.4103,141.6412,49.2209,116.174,105.8412,70.3469,75.3412,133.9361,144.605,57.0555,158.1995,241.9297,29.3739,92.0989,86.2923,105.3683,198.767,17.2111,183.9648,72.934,148.5953,42.7126,166.4379,74.8025,81.7329,98.7277,87.5584,149.6587,123.818,143.4081,85.7879,102.4482,149.6421,71.7942,31.3794,79.8591,201.8096,89.0584,37.2036,132.9415,214.2086,150.6877,150.4502,1.7753,61.0504,139.2122,74.3005,70.4325,91.8069,28.8629,107.1844,88.0466,91.3457,115.5666,38.4467,54.2977,137.1481,83.8321,116.339,72.1442,159.1655,35.6108,136.5988,85.6132,148.6969,82.8466,134.9759,177.1295,286.9655,74.1013,125.2875,67.3243,171.506,148.8255,440.4155,87.3295,88.5777,214.2868,139.5162,175.6442,157.7029,83.529,87.8167,150.0236,190.1595,91.3535,35.362,149.9323,182.0762,80.9068,117.928,284.6476,16.6176,38.8355,57.285,53.4771,14.253,198.234,100.1277,34.2291,69.7804,35.2126,98.1412,41.7722,48.8411,16.8131,98.4196,158.6925,67.4776,25.6297,88.2968,74.4419,61.8451,72.1158,159.6756,110.4997,139.394,248.3897,60.0953,46.5969,98.0758,113.7978,97.8653,116.7882,95.728,103.4414,85.6694,86.2505,68.313,48.1657,176.6058,91.1249,85.3097,84.262,32.2819,41.8408,72.847,151.2684,119.1435,86.8056,305.75,19.5258,126.8303,310.0356,118.7311,205.3317,103.4305,157.1301,92.7474,99.3143,121.057,117.5445,288.4588,95.941,266.0558,44.4261,95.2369,100.4052,167.5076,226.8661,278.1972,48.8954,106.6718
"20","ENSMUSG00000033569",111.8612,68.1526,132.8055,41.9758,110.7126,55.4573,84.7467,105.6591,57.3254,138.6665,87.6049,84.7569,271.4423,75.8787,52.6034,76.6458,44.9497,66.6082,65.4588,63.3741,39.4435,102.9148,111.0259,66.8841,126.2896,109.0081,73.4992,61.7344,73.234,152.4107,74.0722,53.0531,92.2117,85.3962,76.1961,67.0142,66.9775,161.6694,117.1368,125.3823,73.5595,122.4125,79.3724,98.4914,108.0437,165.2507,57.6065,43.8636,106.9051,236.3787,86.8642,78.9382,140.9855,144.2165,120.3127,96.5865,41.4783,73.0986,78.0693,91.8001,92.8474,148.2007,106.7597,99.1215,97.0966,118.5855,81.658,156.8548,162.2142,62.9679,70.7273,92.4966,57.4988,61.324,143.98,95.3438,89.8991,113.6759,64.177,131.3717,81.5746,165.9367,56.8998,32.2517,58.7346,80.3002,113.9662,68.7415,157.5667,105.7608,76.3056,87.7382,112.0203,96.4828,54.2225,76.4684,129.8042,56.8334,62.8196,133.3147,95.3132,116.9934,58.6743,41.9204,59.9795,98.4231,71.2649,105.4113,84.8021,32.993,88.8182,88.812,25.5325,59.6955,57.1285,104.1906,39.1511,78.6472,20.687,80.5609,73.6178,26.7223,131.8341,48.0895,49.5274,67.7898,111.8628,51.8351,190.2344,47.8242,94.411,107.5734,55.16,100.7169,87.4134,73.0936,230.1482,48.4261,86.5657,119.6432,65.2181,87.8958,98.8674,85.7008,85.9506,118.7316,84.2758,152.5538,61.7554,63.3642,100.1163,53.1596,125.9685,53.8801,74.0892,52.1585,64.3815,66.1697,88.6264,120.4392,73.4543,78.6292,189.9056,96.3399,66.8895,197.4365,76.1499,80.6868,76.5904,77.6831,93.0623,49.9189,129.3564,125.5953,87.8071,118.305,84.6001,97.4134,115.7018,73.5108,71.9221,109.7586,221.361,65.9227,114.2824
"21","ENSMUSG00000035383",10.8705,9.8885,14.588,10.6118,12.3739,6.1859,19.281,12.6601,2.1577,1.6533,21.1238,18.8437,1.9757,13.8254,12.7398,14.6982,13.6192,22.8335,7.1848,0,11.5196,10.2373,27.3096,20.9115,5.0464,14.2581,8.101,6.3189,9.3737,3.5404,19.3422,16.8877,9.9283,15.8275,14.6438,10.2458,14.1901,12.2984,9.5537,18.5489,7.151,18.0235,31.3577,17.7455,10.9214,8.8199,20.1552,7.6615,10.6051,10.3936,21.653,7.7368,22.7758,10.321,8.4722,28.7004,19.6451,14.0951,9.4295,4.839,18.0897,21.3439,20.9468,18.9056,8.6894,15.2065,2.9813,27.1199,10.7081,2.0705,8.5979,7.9888,6.8882,18.1326,4.2952,5.2998,5.894,13.6446,13.5159,3.9696,17.0237,23.792,3.6977,12.1,17.6165,10.8626,7.8582,11.4551,13.7246,10.3654,11.7798,13.7997,13.3972,19.6844,13.7912,16.0514,26.006,7.9376,18.7914,7.0075,9.1089,6.9518,7.8034,12.7145,28.3699,13.2128,23.9781,29.5695,13.8384,4.5033,14.307,3.9354,7.5501,7.6431,8.9789,5.8806,3.3625,6.7408,0,12.5648,8.4263,1.1407,6.5371,43.8088,7.5289,22.2198,6.9875,25.6459,21.4301,0,22.635,5.9647,8.4068,14.2229,6.1519,11.1302,19.0079,11.5489,10.9461,8.7234,16.3306,15.6572,4.1146,12.1185,12.1956,7.1751,12.2206,19.7441,4.288,3.6573,10.7009,1.9752,13.5624,8.2561,8.6591,1.4439,13.4123,18.4079,7.9399,5.3721,11.9471,5.137,27.929,15.957,9.0153,17.438,3.8151,12.6005,7.8526,13.5122,7.5568,7.1976,9.0459,6.5009,7.436,8.3337,12.9476,7.9117,11.6368,5.1026,15.2815,13.2029,17.8536,6.8656,12.4555
"22","ENSMUSG00000036892",6.0462,4.343,6.498,2.3198,4.5326,5.2661,10.1993,10.7845,8.6221,11,6.6887,9.5282,2.4153,14.9779,5.0444,7,3,4,8.1586,2.0806,6.3384,5.0077,12.1501,5,7.6498,6.8914,5.0103,5,8.3942,9.5772,11.3784,2.0376,4,17.431,6.131,5.4559,11.0374,6.1071,11.4666,9.0357,6.4316,7.3992,11.1593,10.0082,11.0294,18.057,5,13.2242,8.0022,21.1666,5.4546,10.3735,7.6843,12.4208,17.2076,14.5549,11.3708,4,10,4.9256,3,5.0531,8.7973,10.1529,6.8759,10,3,18.4539,4.0728,11.0466,3.5051,6,7.4196,9.3866,12,8.9706,5.4032,5.2116,2.1655,7,2,12.5868,8,2.0609,4.2526,6.3887,7.5191,7.4649,11.1398,9.9319,18.4101,5.8504,9.0177,16.4101,7.6643,7.0187,12.2655,6.6365,9.2286,13.3244,7.4227,6.066,12.1708,5,2.0436,3.1485,18.3991,10.9289,4.271,20.8777,24.5627,11.6208,14.2481,2.6415,3.6629,4.4766,3,9.3203,5.1049,9.8669,5.5123,1.8884,3.8391,15.2652,7.0527,7,5.4783,8.6066,25.2384,14.9477,4.1939,13.2977,2.032,6.1095,4.9745,11.3769,14.7667,7,4.5532,11.4249,10.802,10.9018,2.1768,10.7621,10.031,6.1885,3.5177,4.1503,4.3855,5.2062,7.4413,15.4367,19.1156,7.0416,12.3175,5.467,31.476,5.3757,8.6314,6.8759,3.0971,14.1582,24.2839,11.7079,4.2274,15.6144,16.5639,1.0021,6.1153,15.2225,8.8653,1.743,6.3958,7,7,8.8105,10.877,5.4251,7.5628,6,10.1329,3.1419,15.0611,3,14.4682
"23","ENSMUSG00000037432",36,12,25,18,41,29,41,22,26,22,33,38,21,10,10,13,15,15,32,18,25,27,13,13,47,28,11,15,15,41,16,8,59,42,24,14,24,17,41,39,12,25,39,28,23,69,29,26,22,44,25,26,31,23,22,29,17,24,28,15,17,16,33,26,39,26,20,46,15,24,14,20,31,16,20,15,20,40,28,32,20,47,18,11,18,19,34,17,23,17,19,29,21,40,17,20,41,35,26,30,43,34,12,14,17,29,15,18,20,25,60,23,21,24,6,27,9,11,8,38,33,3,19,14,23,44,25,20,57,26,26,19,15,21,29,40,89,9,8,30,18,22,23,35,23,32,29,26,12,18,14,6,37,19,24,20,15,21,10,22,27,15,44,30,24,69,7,24,15,15,18,9,14,11,11,25,40,13,21,6,23,17,51,49,28
"24","ENSMUSG00000037548",92.5265,4.7388,31.4101,6.4959,103.4002,25.8652,17.3248,19.0335,86.2098,12.3507,47.6552,0,51.4872,50.4371,21.1324,1.5664,16.2316,28.5342,15.9916,3.2762,16.166,8.9818,27.4306,11.4068,38.0108,26.9536,22.1996,8.4022,1.634,41.7142,1.4014,27.6631,26.1344,18.5093,24.4494,25.518,32.4092,24.7361,24.3858,5.5488,19.9587,21.8371,40.3399,7.3527,34.5138,9.8023,29.6382,12.3652,25.0289,39.3451,16.7022,14.1591,20.3761,26.8525,19.9061,21.6184,19.7362,35.0097,23.1228,5.0352,12.1767,28.3234,23.3308,20.4727,36.2067,25.3112,10.7937,52.1771,9.933,29.0234,15.5925,16.369,33.2636,4.7565,37.8092,23.3198,6.2785,15.4078,32.479,9.8202,2.0102,56.8933,61.4673,12.8936,50.5833,24.0258,20.904,20.0479,32.9592,50.3492,19.0862,13.8197,24.3206,36.9666,16.6607,38.6947,21.6479,44.0478,27.3869,16.7939,24.6359,28.9744,4.3744,18.5767,25.1954,28.7782,29.9372,25.0181,28.5805,14.9881,46.4431,9.1887,7.2149,0,10.565,29.8456,39.4203,17.3995,11.8332,17.6605,10.3379,3.9756,16.5048,15.832,16.776,17.3019,27.4124,17.4081,35.0122,0,25.7607,24.0284,19.5101,26.5729,34.3898,9.8195,84.5867,12.9315,11.5109,50.4334,37.5997,41.5954,28.2053,18.7471,22.34,23.423,18.8462,17.9457,23.3392,22.9212,10.1392,18.6062,16.732,15.3488,38.4317,10.5807,23.0163,10.5981,13.7078,31.6385,2.2898,24.5852,62.8275,19.2379,15.3097,49.4982,32.9136,68.7565,19.0599,18.0673,2.9161,16.3128,19.1156,21.9513,0.0162,32.6719,21.7467,15.6712,23.6594,0,18.8509,28.2669,43.954,16.6973,2.9258
"25","ENSMUSG00000040812",73.4977,45.9605,25.7676,23.4888,65.2762,20.7689,25.4775,17.4602,66.8191,41.8099,107.5773,21.3501,100.3944,270.4384,71.1489,33.6714,20.9117,33.8404,63.6805,98.7794,29.3775,113.1487,129.7049,29.8836,48.7019,79.7078,75.6429,91.7995,41.8435,485.1728,61.8561,97.2483,87.6648,75.6103,193.8119,21.8773,102.2081,272.6399,214.3245,35.7764,51.8868,69.4261,117.8628,20.1146,79.7396,85.0227,28.3864,82.403,127.3249,207.3339,7.5986,23.7084,14.5925,20.0395,13.1777,53.3837,35.7843,67.4879,35.7734,19.5227,86.1441,39.5807,20.5695,58.7315,126.5855,163.7061,38.6855,101.61,66.2669,151.6358,139.5737,27.4355,24.5829,51.279,20.5243,81.1347,67.5914,61.601,31.2079,118.6029,95.0891,80.7045,20.6385,99.5078,233.7815,45.5735,92.3553,205.3303,55.4341,53.4604,37.2386,14.8904,38.3897,52.2389,122.2221,153.9645,118.4564,42.1255,28.5296,35.4789,73.8376,23.6826,139.3812,42.0407,62.0498,55.8241,99.3138,25.1518,42.4612,12.9712,46.6729,45.6356,40.9329,83.8645,31.4753,55.8378,58.0005,35.681,9.7706,69.3809,28.6406,17.4062,22.6906,36.5468,170.457,72.3831,100.6627,63.7877,71.5231,12.3856,44.6624,15.4262,60.3313,82.3049,6.3717,45.0709,122.7616,110.8155,26.5209,41.6859,15.8007,20.3545,60.6579,74.1273,46.2966,53.8588,26.8371,68.0189,57.7797,74.8562,12.2676,25.1278,32.4514,54.604,98.6259,34.4755,145.0128,33.4075,66.4203,99.349,35.5904,37.7237,208.5005,41.0664,45.8982,162.944,36.3793,62.8976,11.7044,62.5905,25.7963,53.4679,67.5874,19.5797,61.4895,54.5185,124.7462,24.3961,58.9028,28.2071,35.4195,76.6529,207.2447,23.9976,45.0789
